user_id,year,num_friends,votes,num_reviews,avg rating
ZMocFA2lNMJeiKjguUKu7g,09-05-2012,1797,7913,1005,3.48
uc9ITBuspRFkl-S3Bo90dg,29-04-2012,274,3432,216,3.79
iC5JO52dGKJNxfzp3OVLPw,06-01-2008,298,1701,983,3.26
BwFEjsr9yLqdszAmAxFYQg,20-02-2010,1703,1751,825,3.67
B7AjB8W2BWJtXPjweJs9pw,28-06-2010,273,917,321,3.83
htiVdsiY_rBmJc65aZ3YAA,12-05-2010,263,1802,470,3.57
MCTmcFSTp4Xewa5UM-mbMA,05-07-2009,673,924,332,3.87
tAw16nAiAcAm8V7H1dQ2eg,07-03-2010,187,933,171,3.97
ZQYNombDho1PYfnEWFZevw,08-11-2007,300,1091,463,3.8
NTuvVb-ZwQ_rFn6W9Krm7A,04-07-2010,418,2146,377,3.89
e3fX7_qkoSm-6-yTdlwcXw,28-03-2007,388,1901,1143,3.32
i6pCe_ObrsIniB8n1Dp9pA,16-04-2008,1775,2468,588,3.86
kornl8kHXI9X86Blbs55rg,05-12-2012,188,1578,562,3.92
gonn6o6qK5G9sFcpmpLkyQ,30-12-2006,430,1554,405,3.69
9W73B44Iw8WslrTNB2CdCg,06-03-2010,260,3216,480,3.85
ZpUI9ze0YlA6nMSHwx3ZYQ,05-12-2006,4451,1618,1874,3.58
D3kM83KJ-0TceDEOyqKflA,09-03-2009,157,3480,460,3.4
9_VZZoTJUGwHhneNYXT1Fw,01-03-2014,227,1680,150,4.39
NMmu4oC-YRqdi0WY9pV78g,18-08-2008,227,4392,182,3.62
iSC96O2NjQc3JExGUHQG0Q,12-06-2011,410,1669,494,4.14
Imn8qgTWFKkaJDcNilhPOQ,18-04-2013,321,4594,1216,3.96
uZ4z-4ftg7LbGR_blmZTow,11-05-2012,1654,7576,534,3.86
30Pch18LE63MyRYOC34-8g,23-03-2010,515,6187,479,3.57
a21yEFhTXEJImb9hGl0JyQ,12-12-2006,1451,13640,804,3.98
aSbnrqpX-CHr8nxHhaCHZw,21-04-2009,493,1224,190,3.64
N7NnC6-q0O-Gq2n_7YJkNg,13-10-2011,335,796,689,3.7
MPGqUhAsmVEHq9k9X6VZKw,04-05-2008,337,1415,436,3.65
GON8Ynfiro1jxnFoWD5jwQ,17-08-2007,695,3555,1023,3.83
s4cki7AiOrOjb5r-ZpbJUw,03-10-2010,174,1153,373,3.48
mb_8jXannipO5T5V5kGXiQ,25-06-2009,467,2759,929,3.46
NV0u95G-WcjZRAfCX-jcWw,22-06-2008,915,1614,1047,3.36
wd3xoNaDLib8dhQ7BxUl6g,20-09-2009,1103,17695,699,3.43
N8j2-22fGnRFDXGo16pNwQ,04-07-2007,436,1287,520,4.04
0FMte0z-repSVWSJ_BaQTg,09-08-2011,1413,3108,634,3.62
Vu_xzASZntkulx8VQSgy8g,18-11-2007,346,857,409,3.55
t2O6rs4fZeY9o6ZY52RyJA,22-10-2008,226,2454,393,3.76
NvUeb5G_mSSxgKhEE_Hueg,10-03-2008,1295,35598,1097,4.12
8xev0Avovx_jp7LEw8JqvA,15-05-2006,1086,2989,1299,3.79
8DGFWco9VeBAxjqsuh1aSw,06-04-2009,1292,2818,336,4.05
HJj82f-csBI7jjgenwqhvw,19-06-2011,335,3371,849,3.56
N7E-CfqdME28dakWdEKNvw,30-11-2007,619,6447,252,4.3
bfDzZWI2cldhOYQlgFKoJw,12-01-2008,275,2600,308,3.94
H5d_nFqzwrREE-YduK2ABg,28-02-2007,420,8206,1201,4.21
taiJeRv3uvHs2vVlOT2M-A,02-06-2008,449,1423,288,4.02
UQB87Neb-M6xbxT6hi9rcw,24-02-2013,190,2741,221,3.62
utRlrauZEOF_2kASsIoJ7A,29-04-2010,1084,25293,775,3.95
2_j4qaWcE1yZb9Ts0qAFSw,30-04-2008,621,2209,261,4.01
nySVhpnlhqfvajw-yySqvQ,22-06-2013,225,2517,327,3.7
62GNFh5FySkA3MbrQmnqvg,19-12-2004,397,4232,2012,3.31
lOBObjsCtw_eiyN7T_B75w,10-08-2010,353,4023,223,4
eBbIYdWMsnDd3b5n84TfSw,11-05-2010,288,3180,758,4.08
BlKCEQcc03mNdLA1pVG-XQ,26-10-2007,353,135330,460,3.57
Fv0e9RIV9jw5TX3ctA1WbA,17-06-2012,1575,66020,719,3.78
je5k8a3qIOM0VJE5MaxsfQ,22-08-2005,335,3481,351,3.7
Z128ihQea7BLPh2T9q9sKA,19-11-2008,327,52034,625,3.45
5hfKGSTC6gkamIfl6BZm6A,04-10-2012,342,1288,2569,3.4
37HswRimgBEf7_US-c3CDA,21-02-2007,494,62714,2160,3.98
EpAkqFJLjztmlAscrTfh_Q,16-11-2007,2969,2706,732,3.77
bpgbVPJcG-wQ4cNBcPPIxw,08-03-2010,1213,12999,861,4.09
AkBtT43dYcttxQ3qOzPBAg,20-02-2007,782,7477,1035,3.84
FSRYmOKhDiwbokaRIV16VQ,17-12-2010,192,883,683,3.91
6HM3Hm3gP0MJ8XN7IkRcRg,03-01-2013,232,2164,247,4.1
B0QGBVCUm54vs_waVzcScA,10-07-2005,468,6260,1081,3.87
XMy-OTpVY8O1L-8w1zOKcw,10-04-2012,401,1040,296,4.09
lSKKtZBmD0GIYbirCMUKtw,01-09-2010,275,894,738,3.49
_ufCrCt02px6mUhieeqkmA,25-03-2007,202,1665,330,4.31
tOzTi_wIS2Gajy90pscoMw,10-01-2011,329,761,158,3.47
fdwVdy6TuY1kjYeEPMZKVw,12-07-2006,339,1689,1494,3.6
_9EIx0AMRspVvWds8PHsLw,02-04-2007,440,9644,722,3.96
N0LfSpP4RNS9t3GwIcuNxA,24-10-2011,998,12898,568,4.23
R1FVpAyl_BtxHBWdau2VLg,01-11-2010,173,10501,1592,3.64
FWmsy4-CvM4vtSDpcEyHTA,15-01-2014,193,2000,320,3.8
5ylIKMA-zoXZvH_-X26YOg,13-04-2013,814,24362,151,3.95
ZUQzjdRrvVpBrSzVnCncJg,02-04-2007,238,3326,200,3.73
ybJkYYEBvFGVb-or4i9_oA,17-05-2007,431,5222,2013,3.53
ciXjBfJrAEteIKpzZg4I9g,03-04-2011,163,1141,810,3.36
ZJOjtURcJUgAUI5fSJ9r8A,15-01-2010,243,1909,299,3.87
rRrFcSEZOTw6iZagsIwTFQ,28-06-2014,191,2350,306,3.77
_m1ot2zZetDgjerAD2Sidg,20-03-2014,168,5111,164,4.01
Q_8qAEFkzrzTVAJhLsxmBg,22-04-2008,1011,867,480,4.21
LwSU7fthwBZKI9o4vS0dAg,24-06-2009,324,1152,571,3.62
5F_ASUSCHFf3YotkKioZ5w,21-08-2005,510,16555,1240,3.96
ELfzWgdf64VBLi5z1ECItw,05-05-2011,373,2855,389,3.66
dLOfp-2TAGAb78jGZPvMoA,13-09-2009,359,1755,1791,3.77
gqpnDoFx42U5NdtejYfKOg,09-04-2007,209,900,396,2.89
YsQeSdrgdme-Yug2hr1HUw,26-05-2010,151,36816,193,3.89
Ytjon2aVUm09CMdfGJxZYg,18-09-2009,276,1862,633,3.97
RQlnSCjuqMnhR3Qk6j4KoA,11-02-2008,1267,3142,535,3.82
YwaKGmRNnSa3R3N4Hf9jLw,15-10-2008,825,2586,927,3.96
JYcCYNWs8Ul6ewG5kCYW4Q,14-10-2010,302,1540,385,3.19
HzEtbh5KYzfeW_MTVnGCEA,12-03-2010,290,1360,596,3.62
7nA9P6EukhTwZi67JB-UTg,04-03-2016,256,986,187,4.75
eZfHm0qI8A_HfvXScwIYsg,12-04-2012,889,14389,389,4.03
fsSoxUdFiCB4dj3Gdu6OYg,05-02-2007,453,10910,384,3.45
Zij_7wpB3EjmKj8-9BuKMg,22-08-2008,399,9404,684,3.73
DK57YibC5ShBmqQl97CKog,28-01-2006,705,9853,1741,3.86
8h1r7mXd-H225yDgc4EMPg,23-11-2005,160,10105,1065,3.68
n1rvxZn1ynX9g7kesNOHIw,23-06-2006,258,2341,851,4.08
xVdchFi3vgmPYxkiXYHmZw,28-05-2012,299,716,171,4.05
M9rRM6Eo5YbKLKMG5QiIPA,11-10-2007,3391,32537,859,3.42
KTK_ws8lu_TWfR7DtDWjMA,09-06-2008,1196,2372,691,3.92
wPfO0bhqtn-20K79nUICTA,21-10-2007,1958,2929,403,3.36
tFTU5yWOCQLqJMs2YhAaFQ,24-11-2006,383,4434,420,4
HtCPdVujYJAZF4FKr-C9Lg,15-02-2008,1433,2684,193,3.82
DKdttAvXagfAfNFIKeApuw,18-01-2009,262,2098,358,3.36
VJ6gRN2AGplIhnyVA_mMxg,01-02-2007,439,830,629,3.69
5OogBR0kD0YR6v6Y0PI4eg,24-09-2013,1130,18373,443,4.05
2agcfynFfeeb3s0P60lwig,01-10-2013,420,59717,911,4.04
bhmJrMRVc2sbk8XP00ravw,12-09-2012,189,2770,297,2.97
ea3HFxRRo4gZOmlDle8IPA,14-04-2011,151,4182,357,3.5
j0eBR4rcbtpylG6b47TD7Q,12-08-2010,1352,3251,646,3.59
XuiBAQi8lwPbHfKDgKWwEA,09-07-2008,680,12244,341,3.73
Q9mA60HnY87C1TW5kjAZ6Q,29-08-2010,2854,5735,993,4.02
vD65y5E3Az3bFc6UW4G1eA,20-02-2009,947,747,512,3.67
1sghNitdObSPFhxqS5Othg,15-02-2014,250,1490,191,4.12
UtkjXTiMfGRz4R1zDF3Kxg,13-09-2007,249,1199,819,3.76
KGsXnYHvYddGaL_jyl0DMQ,27-04-2008,899,6058,384,3.94
5I6-yegWr4p1mtUMwNkVtg,05-07-2012,620,1865,594,3.03
_muhtS8ZFnV61s7Q4JXDwQ,20-06-2009,677,3464,754,3.9
8AwcaBJjiMpQ__FPxktwwQ,05-07-2011,362,1022,697,4.18
83Bgz9gPxmJEYBOVKWXH2A,08-09-2008,298,10712,369,3.17
Ry1O_KXZHGRI8g5zBR3IcQ,22-04-2010,326,900,1177,3.82
THXdIY73jWmzYNrYPp-dIw,08-03-2009,175,801,168,3.7
H5TEwR-OD0XxILGNaewohA,20-12-2012,1739,20699,664,3.94
xhhE0txKwQtRzgQVVdKkvg,27-03-2013,894,1872,820,3.8
hpw7UrWf51aaWKbaGGJ2hA,25-08-2007,2859,1612,698,4
KtIh1kjkVESCqd2CCsQnhA,02-10-2012,630,4629,512,3.05
jX52sZoojxyYV2viWNyO7A,21-09-2005,257,1689,1266,3.77
3cC726zwgerKNNasnidAww,12-07-2010,190,904,450,3.59
BUB_t_Rvzs1yPEzZipkWjw,16-07-2007,4374,105952,1866,3.9
PKEzKWv_FktMm2mGPjwd0Q,12-12-2008,987,3773,2049,3.78
2EuPAGalYnP7eSxPgFCNDg,23-10-2010,680,4796,440,4.07
b9doUUWLkz4-lxctrnkxqw,17-11-2005,358,1879,266,3.75
fBP8BpYYKqHdLrhkaiM5sg,08-04-2007,160,2202,163,3.92
Z3AYjHqiFJccwaR9qUeOHQ,30-04-2010,1882,27775,1061,3.57
C7lXOTSLUAHG3gkG_Q_39w,11-04-2014,398,747,305,3.74
AtZ5hAERArUCN-9L6SnoPA,26-12-2008,1789,819,657,3.85
wZPizeBxMAyOSl0M0zuCjg,27-08-2008,3285,3861,3734,3.6
3mNz5nQFTIBQm0oU5mBR0w,07-07-2010,5395,49021,2084,4.3
RqR1bGDgdOPyHDnI73LeFw,05-11-2008,1758,47842,1346,3.37
_5fx5gexi9OeZIuukV2gHQ,19-03-2013,502,10834,257,3.47
#NAME?,30-08-2006,430,2446,399,4.12
qmXKvtJe83rMLXsvkRMlBQ,29-12-2009,1320,7802,532,3.73
QqRSNjWhfUFv1ZU0OnYKZQ,18-01-2012,188,2039,195,3.42
K-cFZiQN8O-c-Bq7D_hiMw,14-06-2009,190,1033,172,3.67
vN-wJa9ZS5Rjt9uhtXOtEg,15-05-2009,327,1470,209,4.26
NkVYcoaThHjOfTTgq6OdHQ,20-04-2005,1037,9415,620,4.12
mFwRTTDW0Yr-rFkTF2cFsw,17-11-2014,2177,1682,296,3.4
o4tYl3Hz0oDfpNn4k02DCw,20-01-2010,3277,33025,1560,3.98
V7N4zvbBz4xz_NCTRm-yfA,09-06-2006,529,1788,568,3.61
WL_U3MBUfTkeHL9lYxoleg,03-03-2009,272,9623,297,3.6
Kbl3Pycg1SkH9pjch531UQ,05-10-2008,458,893,858,2.68
CPR7gdg-UXNDwTVv0HQcgA,24-06-2007,231,2368,563,3.52
B7ecAeAIrXg7sgmabS38pg,12-05-2006,5476,119169,2603,3.88
maK3UBQczh33NuDjBYeHrA,08-05-2008,500,11611,222,3.54
M_UuEwc_HoqPhqgEzkjPrg,14-09-2014,152,1168,277,4.09
CDvhiRiczAq0M5pktyiyog,29-05-2011,876,18299,582,3.45
CH9VC7aLLsV8NFdaoU_uog,01-03-2014,155,1645,174,4.47
OapLWhQI4_Gm32-nYbHmUA,23-05-2007,2023,3769,2299,3.99
uhOmmaB3qFi-QsPfQKg3ww,28-07-2009,1694,2642,473,3.43
pxzs-Dy2hXTis-PuNCV37Q,13-01-2014,770,1046,230,3.69
sJprizZfXS0-g4sON33EDA,20-04-2011,1428,1803,168,3.99
eteU71BreWIONFxtIsCP9Q,14-12-2008,634,3675,630,3.65
zh7sSdnM3CefK8RBRWahZQ,26-05-2008,1509,18938,1017,4.17
hUDEUz8PddhVTShshwQWWQ,13-06-2009,991,5655,1076,3.38
V4TPbscN8JsFbEFiwOVBKw,07-02-2010,218,1426,828,3.6
UGU7tw4NkiqGlOt77_o5mQ,30-11-2008,280,737,479,3.82
LUpPyHnDlQOm9F4GCKcuHA,30-07-2007,248,2315,364,3.9
4PFwh5zbgyPhTGRtxkSZZA,30-03-2009,292,2127,438,3.71
jJlYRJXPdIolKbuqGiZ-CQ,04-05-2006,366,4098,250,3.94
l7zmF8szWBC-A07oIDRdKw,21-09-2010,257,1021,401,3.89
h7cX02YMLzyobfZ7E-mg-Q,27-01-2006,272,3032,599,3.7
7pi5q0cT60nBNwlHV0wLKQ,21-08-2008,955,40413,252,3.04
wOGfOjBaP-lCS1NW_En2LQ,20-06-2010,268,942,162,3.72
P9tsVSYF79fwRvMEjtTvWg,26-01-2009,198,744,282,3.72
RlpkcJqctkKXl-LO1IAtig,27-01-2014,198,759,346,4.07
le3Xn9Mheb1hNxWurF7RSw,21-08-2010,586,7367,951,3.81
rt3PC7WCgCKsoufmQJELfw,06-07-2005,1758,7824,1001,3.65
W1AFbtC37Q1RzdrKS51NmQ,10-03-2010,581,2368,331,3.64
gH3JDpHQfVcMEGaAaCJPjA,08-06-2009,634,3250,566,3.71
fmzIm7RxEdii5Jz44PtO7g,28-02-2013,259,2853,531,3.61
m2vjSXdfs19kNnqUUpAmOQ,26-10-2012,427,1138,233,3.96
Rg3C1gCJsyshSpp-35HLbQ,30-07-2012,201,1019,655,3.4
Ms8RDCB1s_Rs9Mo29QBkwg,17-07-2009,282,975,439,3.69
fcNU65OaCj7slBJ60VSQgw,08-07-2007,1350,2315,1210,3.21
MAatw6IQHYCqeATbHHMz1w,17-07-2008,1059,3326,720,3.97
8rI2CoS4ltQePbZceSOgow,06-02-2011,639,832,765,3.91
f-8BKEVPqiqRaNNmhjAU8Q,18-03-2012,239,1410,178,3.74
hd-S4mtrPY9Q6iuBJegnOQ,08-02-2007,629,4074,809,3.84
HEvyblFw4I-UsMqgPGYY_Q,28-08-2009,509,1755,754,3.28
B8WruADju0mx5FlkLfYYfw,03-12-2011,152,1046,540,3.22
87LhHHXbQYWr5wlo5W7_QQ,24-08-2009,393,4915,483,3.39
Qt6t6i4RDbgXIOg6EXUbvQ,27-04-2006,496,1111,622,3.72
dxcbGBaAj1KT50H3xbIHgA,28-01-2011,395,2761,178,3.42
IzbOz9Dt-Xu1jfu-fa9x2A,30-06-2009,547,17308,861,3.74
